线路565,20140101,06,530
线路565,20140101,07,1865
线路565,20140101,08,2337
线路565,20140101,09,1513
线路565,20140101,10,1133
线路565,20140101,11,909
线路565,20140101,12,739
线路565,20140101,13,835
线路565,20140101,14,961
线路565,20140101,15,904
线路565,20140101,16,1168
线路565,20140101,17,1737
线路565,20140101,18,1905
线路565,20140101,19,1224
线路565,20140101,20,794
线路565,20140101,21,711
线路565,20140102,06,528
线路565,20140102,07,1880
线路565,20140102,08,2358
线路565,20140102,09,1523
线路565,20140102,10,1150
线路565,20140102,11,904
线路565,20140102,12,724
线路565,20140102,13,844
线路565,20140102,14,928
线路565,20140102,15,880
线路565,20140102,16,1117
线路565,20140102,17,1700
线路565,20140102,18,1967
线路565,20140102,19,1184
线路565,20140102,20,807
线路565,20140102,21,764
线路565,20140103,06,515
线路565,20140103,07,1901
线路565,20140103,08,2401
线路565,20140103,09,1483
线路565,20140103,10,1127
线路565,20140103,11,907
线路565,20140103,12,717
线路565,20140103,13,874
线路565,20140103,14,880
线路565,20140103,15,850
线路565,20140103,16,1086
线路565,20140103,17,1701
线路565,20140103,18,1938
线路565,20140103,19,1146
线路565,20140103,20,771
线路565,20140103,21,716
线路565,20140104,06,496
线路565,20140104,07,1847
线路565,20140104,08,2334
线路565,20140104,09,1506
线路565,20140104,10,1124
线路565,20140104,11,937
线路565,20140104,12,771
线路565,20140104,13,919
线路565,20140104,14,999
线路565,20140104,15,971
线路565,20140104,16,1220
线路565,20140104,17,1820
线路565,20140104,18,2026
线路565,20140104,19,1319
线路565,20140104,20,906
线路565,20140104,21,817
线路565,20140105,06,334
线路565,20140105,07,1210
线路565,20140105,08,1929
线路565,20140105,09,1574
线路565,20140105,10,1341
线路565,20140105,11,1112
线路565,20140105,12,893
线路565,20140105,13,1031
线路565,20140105,14,1125
线路565,20140105,15,1014
线路565,20140105,16,1183
线路565,20140105,17,1714
线路565,20140105,18,1701
线路565,20140105,19,1186
线路565,20140105,20,921
线路565,20140105,21,818
线路565,20140106,06,280
线路565,20140106,07,957
线路565,20140106,08,1489
线路565,20140106,09,1466
线路565,20140106,10,1337
线路565,20140106,11,1146
线路565,20140106,12,941
线路565,20140106,13,1046
线路565,20140106,14,1109
线路565,20140106,15,1071
线路565,20140106,16,1211
线路565,20140106,17,1608
线路565,20140106,18,1593
线路565,20140106,19,1088
线路565,20140106,20,918
线路565,20140106,21,743
线路565,20140107,06,559
线路565,20140107,07,1847
线路565,20140107,08,2174
线路565,20140107,09,1482
线路565,20140107,10,1128
线路565,20140107,11,933
线路565,20140107,12,737
线路565,20140107,13,863
线路565,20140107,14,963
线路565,20140107,15,951
线路565,20140107,16,1148
线路565,20140107,17,1728
线路565,20140107,18,1924
线路565,20140107,19,1183
线路565,20140107,20,801
线路565,20140107,21,691
线路281,20140101,06,1590
线路281,20140101,07,4742
线路281,20140101,08,4889
线路281,20140101,09,3305
线路281,20140101,10,2670
线路281,20140101,11,2020
线路281,20140101,12,1834
线路281,20140101,13,1956
线路281,20140101,14,2123
线路281,20140101,15,2346
线路281,20140101,16,2809
线路281,20140101,17,3745
线路281,20140101,18,3544
线路281,20140101,19,1946
线路281,20140101,20,1503
线路281,20140101,21,1278
线路281,20140102,06,1446
线路281,20140102,07,4516
线路281,20140102,08,4908
线路281,20140102,09,3316
线路281,20140102,10,2747
线路281,20140102,11,2028
线路281,20140102,12,1784
线路281,20140102,13,2090
线路281,20140102,14,2144
线路281,20140102,15,2313
线路281,20140102,16,2831
线路281,20140102,17,3742
线路281,20140102,18,3550
线路281,20140102,19,1965
线路281,20140102,20,1474
线路281,20140102,21,1309
线路281,20140103,06,1377
线路281,20140103,07,4563
线路281,20140103,08,4822
线路281,20140103,09,3291
线路281,20140103,10,2654
线路281,20140103,11,2019
线路281,20140103,12,1823
线路281,20140103,13,2103
线路281,20140103,14,2176
线路281,20140103,15,2312
线路281,20140103,16,2788
线路281,20140103,17,3731
线路281,20140103,18,3571
线路281,20140103,19,1995
线路281,20140103,20,1509
线路281,20140103,21,1346
线路281,20140104,06,1402
线路281,20140104,07,4461
线路281,20140104,08,4789
线路281,20140104,09,3264
线路281,20140104,10,2697
线路281,20140104,11,2036
线路281,20140104,12,1775
线路281,20140104,13,1990
线路281,20140104,14,2123
线路281,20140104,15,2280
线路281,20140104,16,2707
线路281,20140104,17,3576
线路281,20140104,18,3438
线路281,20140104,19,1927
线路281,20140104,20,1453
线路281,20140104,21,1378
线路281,20140105,06,1387
线路281,20140105,07,4421
线路281,20140105,08,4811
线路281,20140105,09,3321
线路281,20140105,10,2646
线路281,20140105,11,2099
线路281,20140105,12,1885
线路281,20140105,13,2065
线路281,20140105,14,2212
线路281,20140105,15,2492
线路281,20140105,16,2777
线路281,20140105,17,3577
线路281,20140105,18,3557
