2014080100,86
2014080105,37
2014080106,1118
2014080107,4448
2014080108,4964
2014080109,3158
2014080110,2691
2014080111,1965
2014080112,1963
2014080113,1934
2014080114,1946
2014080115,2209
2014080116,2517
2014080117,3744
2014080118,4277
2014080119,2500
2014080120,1762
2014080121,1735
2014080122,862
2014080123,340
2014080200,148
2014080201,3
2014080205,11
2014080206,771
2014080207,2221
2014080208,2861
2014080209,2960
2014080210,2456
2014080211,2085
2014080212,2103
2014080213,2088
2014080214,2073
2014080215,2194
2014080216,2247
2014080217,2248
2014080218,2317
2014080219,1727
2014080220,1717
2014080221,1538
2014080222,781
2014080223,392
2014080300,154
2014080301,3
2014080305,35
2014080306,640
2014080307,1695
2014080308,2227
2014080309,2361
2014080310,2455
2014080311,2256
2014080312,1912
2014080313,2208
2014080314,2343
2014080315,2234
2014080316,2409
2014080317,2334
2014080318,2085
2014080319,1567
2014080320,1510
2014080321,1362
2014080322,662
2014080323,289
2014080400,88
2014080405,43
2014080406,1245
2014080407,4382
2014080408,4686
2014080409,3016
2014080410,2536
2014080411,1968
2014080412,1699
2014080413,1911
2014080414,1873
2014080415,2020
2014080416,2227
2014080417,3641
2014080418,3369
2014080419,1972
2014080420,1626
2014080421,1320
2014080422,604
2014080423,224
2014080500,68
2014080505,53
2014080506,1268
2014080507,4129
2014080508,5358
2014080509,3807
2014080510,2946
2014080511,2368
2014080512,1673
2014080513,2064
2014080514,2105
2014080515,2167
2014080516,2566
2014080517,3740
2014080518,3623
2014080519,2235
2014080520,1697
2014080521,1397
2014080522,763
2014080523,254
2014080600,106
2014080601,5
2014080605,25
2014080606,1205
2014080607,4586
2014080608,5384
2014080609,3029
2014080610,2844
2014080611,1910
2014080612,1821
2014080613,2104
2014080614,2162
2014080615,2416
2014080616,2588
2014080617,3805
2014080618,3981
2014080619,2321
2014080620,1523
2014080621,1352
2014080622,665
2014080623,329
2014080700,118
2014080705,29
2014080706,1096
2014080707,4299
2014080708,5479
2014080709,3187
2014080710,2632
2014080711,1875
2014080712,1616
2014080713,1852
2014080714,1726
2014080715,2028
2014080716,2315
2014080717,3614
2014080718,3552
2014080719,2153
2014080720,1457
2014080721,1469
2014080722,669
2014080723,315
2014080800,184
2014080801,12
2014080802,14
2014080803,19
2014080804,6
2014080805,19
2014080806,1096
2014080807,4147
2014080808,5222
2014080809,3291
2014080810,2818
2014080811,2261
2014080812,1791
2014080813,2009
2014080814,2073
2014080815,2186
2014080816,2650
2014080817,3488
2014080818,3645
2014080819,2061
2014080820,1789
2014080821,1625
2014080822,972
2014080823,349
2014080900,140
2014080901,49
2014080902,47
2014080903,60
2014080904,32
2014080905,32
2014080906,825
2014080907,2038
2014080908,2978
2014080909,2878
2014080910,2571
2014080911,2118
2014080912,2139
2014080913,2158
2014080914,2244
2014080915,2190
2014080916,2274
2014080917,2768
2014080918,2342
2014080919,1683
2014080920,1481
2014080921,1517
2014080922,773
2014080923,273
2014081000,89
2014081005,7
2014081006,710
2014081007,1660
2014081008,2300
2014081009,2465
2014081010,2501
2014081011,2146
2014081012,1919
2014081013,2010
2014081014,2049
2014081015,1981
2014081016,2163
2014081017,2358
2014081018,1744
2014081019,1654
2014081020,1460
2014081021,1181
2014081022,556
2014081023,214
2014081100,30
2014081107,7
2014081108,62
2014081109,18
2014081110,26
2014081305,21
2014081306,25
2014081405,36
2014081406,1197
2014081407,4328
2014081408,5257
2014081409,3462
2014081410,2755
2014081411,1997
2014081412,1787
2014081413,1861
2014081414,1983
2014081415,2379
2014081416,2498
2014081417,3855
2014081418,3592
2014081419,2354
2014081420,1601
2014081421,1619
2014081422,527
2014081423,331
2014081500,93
2014081501,1
2014081506,37
2014081507,141
2014081508,166
2014081509,63
2014081510,54
2014081511,28
2014081512,51
2014081513,65
2014081514,61
2014081515,76
2014081516,40
2014081517,90
2014081518,39
2014081519,23
2014081520,50
2014081521,35
2014081522,1
2014081523,5
2014081605,50
2014081606,822
2014081607,2311
2014081608,2994
2014081609,2682
2014081610,2799
2014081611,2353
2014081612,2021
2014081613,2227
2014081614,2063
2014081615,2119
2014081616,2250
2014081617,2600
2014081618,2572
2014081619,1776
2014081620,1733
2014081621,1432
2014081622,797
2014081623,344
2014081700,90
2014081701,2
2014081705,14
2014081706,549
2014081707,1574
2014081708,2386
2014081709,2407
2014081710,2518
2014081711,2216
2014081712,1841
2014081713,2132
2014081714,2299
2014081715,2023
2014081716,2062
2014081717,2343
2014081718,2034
2014081719,1500
2014081720,1471
2014081721,1359
2014081722,593
2014081723,244
2014081800,83
2014081805,8
2014081806,44
2014081807,281
2014081808,121
2014081809,98
2014081810,33
2014081811,37
2014081812,62
2014081813,50
2014081814,20
2014081815,44
2014081816,122
