0067946c92df6da5c5bf45d1386dc887,72578
04f32409144e8d3861e579177efa3539,64575
09b40e14662b3148b03b9afacce86d6b,73833
0d6aefc9b2cd0bda0ab14bd1e47b7625,73814
10a00123660b74e8bfaa6bd90d3b9d2a,53352
10c16eb7ec9869ea7d568226a1d071f1,99765
1227c758abb3f3cf81c09766356bb24d,76438
12eecf1875064a89c41dd794e2cd728d,108087
13a7b2a8d5b495886b633ff22a41b24f,69235
19866d3cae1bfd34bee71dfef840ac4a,65779
1af74b837fc2b66cfdca728df3e5c087,84723
206ee7a4f67c75676c5932de51e904eb,91982
20d92d58f3e55c6d1dd2198884aa017b,52619
210a6fd2b701b265650bea3e91a0076d,79367
22c5701e713a068c81c31c579e123398,78024
232e2a36490fb5c58442d1cc4292e6d9,52051
25ce06991738f617293ac577bf0d8b96,66658
26e6c454552b97864634d924b0c8d08f,47503
274edaab42c787e0dc6d4508bf9e5e5b,19620
29bdcd53bb4002f3c513c23b7ab378e3,48490
2c48a36b2e3b371b60fc2087943b5c70,70440
2c60497098d8c62732a2ec937634ae8c,49161
2e60c8654c6698cb04e8f7aea9f330ca,77599
31cefc46a2779490e5ce2808aa5059fa,55056
333c3eb1edff1aba3cb2ca239a7b4c9f,47165
3378989f67206ef6d49a0e12f9127216,37638
3545c08b7ee36b56231b988e6280028c,57341
36856ea753f808b71500a18cd406e1b3,92886
378943ca24becc09d73ca8d5cdcd58bb,80257
37cbd8839591d07a7824897b4228a299,88727
3d18aa859d062e0504fecf4b7e545f5c,64437
3ddde62128bae22dbb94f774e9d9c107,54057
3e1e37de261b371c9176de0aad2da3ed,86827
3ed313dd48552b0a5ca5f59eff7e8fb9,23326
3f9c5fb36b3558e9bdf2b498e4b17d67,93460
44ecaad322acc3b6e142f300e4306fad,77455
4589bb610f9be53a43a7bc26bb40e44d,78153
46be366b59b7c7504ee1707918f2a225,23725
4e121278fe625d0515bd5a1fb39f40f3,31431
51345c212e0c14210f42d904a06aac79,81168
520fe781016127817ab3fa51e12fcbb2,97062
52b921f4d321e36d41169e3dab0f5dc5,45024
569d6479b2f00e86aad3efc8d978fddd,12195
56f2df1b9b8354ed5c6e754e3872d3b6,83644
57d4ffcd715f9be4b8e491e24fc65f81,61998
584782bd8e9cfada4c0d28736a46be65,92102
5aab30cb943c92b556b2a92b1bfb4043,89233
5c22cec2760fbb6578237b7423f5fc8b,6819
5d4ac4e8e906b6ff72acb004974c81a5,20549
5ed07f0cae83668f86a2a8a01c0f34c5,57926
5f21e454ed047c63c1e923ad76372cac,67252
6074eead8f00d3440c112a78732ecb3d,44782
612bcd47f97ef04ec878855779f7bb5e,54376
61e5bd2af8a160aa39e7302b141c1b06,70163
622ec9dfa2cfcc8b3083f28a2b63c7ef,80088
66e38b44bcab4656d9ef2a7c0347102e,22175
67a5210e1ead8a6ab70d1b9f5bebb815,54215
6b59ffa852b11cd0c9553eb2a7b3943b,38329
74061e0d8e01bb3da503c5fcf58f74ba,57964
7b87b6b6e5356d54ef67b455cb7f63dd,75152
7c01754291953916a8e7a496d7ebcad4,92147
7c027963a5a0eb01e575d69e7aadbd5f,100630
7d6515dfd1fea79886c1684fc5c6012e,72899
7ed9dff7786c5f650ba89591332cf575,95709
835993d3d7708e79468043d5180c66ea,80002
841ec2af1636b2a3092e3a6a8704aab7,72698
87fc8e55df46fd5bc4089b5bb4485bb7,64434
89e19688777aa2dc24668779d9809962,6492
8a17c8549af7d2b1df6b4f2b52b8d31d,22082
8bffe4792f82a40d5f3e0f4dea9b44e7,93427
8d652971eb369829b89ae128d91dd944,70271
8e7e98c7f1bbd86acd817f150e045ce7,97226
8efe54a52f3a672ed0d39f671b5d8a3e,78281
909f25e27730cc634a21e97ae7d9509e,78707
90ec29796172a439aa4c003ae75592d6,84711
9257253134cdfdbbf6bd4c691b6c8b47,71331
94784ca2d6696f77423f9224e85037b4,26165
95d33fb17f0a351407b71ddd4ffd2dcc,18338
969b38586cd69c2a1af92796fe9eb171,75825
9810dbdd5ff325b4078a3ffcaa538574,46535
982030c338ba0f46e3b29f5eaa325c1f,41971
98a8d436860cdb29756186b20a8aa430,55478
9b3ec7cf73048484c2f49fc090a221d7,61972
9c9eb0595e01d0cb59c295945c3ff2d6,14047
a19dd1af5b24e9fee379ffa680bdf3fe,41371
a2991f0d796e58a6d5b9c8a8c4add251,44071
a325debcfbff0ad7ebeb0b32609e60d9,112026
a34a5245ec4aeb15564fe5edcdbe604f,80686
a889a76331da498fef4d8e4d47d72f34,49878
ac36ba9ce88db29b166282b67233574b,72107
ac69ace1920a94f328937614b23e4e97,42345
ae2356e9f145bdc397d295bafe81ac2a,73274
b60891d3429c34f162c831183357c084,49600
b6dc6a98d8aa8f17693db3de9858d3ce,81393
b73a92bfd45036a3cb9145890aed66bc,88845
b9273e57ea18c4585f1d3d5831a48caa,39690
bb5924b095cff6a04db53fdeee9d7023,76422
bb93dc419ee3bda95d253e9d7d2ddd72,63590
bd20aa9ab756a291bfe2812e20503c21,38587
be44eedd5d8ad8fc00ff1ba83b75b27d,62352
c0fbcd9e91c89c91710741127f293d26,78424
c256a55dfde5ccc71746d95a61ba0abe,67921
c4000061b7e8b95f45b6c656124926c8,84223
c6e439ddfe7e0f17b6b3d42a1d8f0be2,17831
c716478dad4d3a10b7c197d0f192133e,70943
c76fc9cb7e4a61c4862d9b15ba26dc40,79442
c78592f4ffcc7c08cd2eb58a7b761c11,72722
cb9b98400841f8031ec8799f5c86fa26,82099
cde91c4da7dbc7f7f9a2b0ec64f32fee,37933
cefc1aa26a13b61f1eaf2450497d0a9a,74515
cf5c269c015d2aba218882763468ada7,34765
d50b86b6b764c5cb2e6e8e54d92ea9a5,21806
d527a70532fceb5d72f325a684804d1f,34581
d5f1c63da0ca729afe7852473dbc8550,70275
d767da65ac6e775ca5741070f7ba631e,71269
d7d64f9950f9d40f904e88ddeceb44e4,72893
dad0bf40407ed3bd496f1d872779179f,27656
dc8c64c024d6509becdd734109c9effa,47599
ddb5f0098c305ea71caf57155d95c8ea,75042
de1d0d31622e8ac189923c923453388d,31938
df3fbf4436dc6367733e346762af945f,17857
e0880018402a7413d427857f62b28ec6,23968
e0baec35f7a48da5c33fcad78ed96f71,90290
e1b75cdb7a83ab21b92a43b40c6eb627,110759
